review_id,purchase_id,rating,comment,status,last_update
RV0000038,PR0000162,2.0,"Ordered medium Gift Towers for both my Mom and wife. While they were pleasantly surprised and everything appeared tasty, I must admit I was not pleased with the quantities. Just small bits of treats (3 oz packet of chocolate peanuts, a couple of wrapped cookies, etc). The image is misleading as the center box is mostly filled with straw to compensate for the paltry serving of chocolate peanuts. Not worth the $20+. Better to buy couple of nice boxes from Dollar Store $10 worth of better chocolates & treats.<br /><br />jmho",visible,2024-06-09 18:43:20
RV0000039,PR0000068,5.0,We have these chilled for dessert after Chinese food.  It's always possible to find a few cans stashed away in the fridge for just such occasions -- very handy!,visible,2024-06-06 12:13:04
RV0000040,PR0000156,3.7,"I've had long hair all my life, so I was attracted to the idea of strengthening long hair. Clear Scalp & Hair Therapy has a creamy texture and a pleasant smell and color (love the monochromatic thing with the bottle). I like the addition of vitamins and lipids to nourish the scalp. I used it alone, without the conditioner -- I don't know how much of a difference that makes, but the product should be able to stand on its own.<br /><br />I used the shampoo for several weeks before writing this review (in fact, the bottle is nearly empty). Did it make my hair stronger? Possibly, but if it did it's not overly apparent. The comb goes through my wet hair easier right after shampooing, which is nice and certainly cuts down on breakage at that point. Overall, it seems to be a quality shampoo that I would use again.",visible,2024-06-07 06:20:12
RV0000041,PR0000157,2.5,"Salty, but even with so much salt, still not well seasoned--need to mix twice as much as recommended just to get some taste.  Gave me smelly gas for hours.  Ugh!  May be fine for mixing in meatloaf or recipes but on its own as a soup, leaves a lot to be desired.",visible,2024-06-15 04:15:30
RV0000042,PR0000178,4.6,"This product is great for me because I wanted to try a lot of different types of tea.  Also, it can be hard to find decaf sometimes and every one of these k cups was decaf.  I'll be buying another one soon!  Just a side note, this product comes in a regular cardboard box and probably shouldn't be labeled as a 'gift pack'.  Be aware if you are purchasing as a gift.",visible,2024-06-12 05:39:44
RV0000043,PR0000119,5.0,"The product arrived on time & was as advertised.  Raw. Pumpkin. Seeds.  Thats it.  If you were expecting flavor, you will be disappointed.",visible,2024-06-15 00:06:38
RV0000044,PR0000167,4.1,"Unit is nifty for some functions, it would be good with a prime membership. I expect a little more usable content without additional purchase for the price tag. Still have not fully explored the unit.",visible,2024-06-04 09:24:30
RV0000045,PR0000034,4.8,"This is an earthy, healthy and a filling lentil soup. I eat with Ajika aromatic rice. The spice combination is excellnt. Yummmy!!",visible,2024-06-10 01:19:30
RV0000046,PR0000047,5.0,"This flavor is definitely my favorite of the bunch. Contrary to the instructions, I prefer brewing the milk FIRST and then adding the coffee (I know it shouldn't taste better that way, but I assure you it does). I also typically let the coffee run through a little longer than recommended and do not put in quite as much milk as the instructions -- yummy! The amount of foam on top is very pleasant, and the flavor is not overly sweet. Very balanced. For 90 calories a serving, this is a winner!<br /><br />5/5",visible,2024-06-12 05:31:16
RV0000047,PR0000105,4.0,"I use Critter Ridder to keep cats from using my garden as a litter box.  It works, though it requires liberal sprinkling over the first three feet of the border which gets expensive (thus, 4 stars).  I don't have any experience in using it for other pests.  By the way, this product is available at my local (Tucson) ACE Hardware store for $17.99 plus tax for two pounds.",visible,2024-06-03 09:10:34
RV0000048,PR0000096,4.7,"I'm a hot sauce aficionado (my kids typically buy me at least one bottle for Christmas & Father's Day).  A friend recommended the Everidae sauces, so I took a shot and tried Everidae medium and am so glad I did. The flavor enhances rather than competes with the food it's paired with. The mix of sweet & spice is most excellent. I tried it on pizza, cooked inside a burger, on scrambled eggs. Putting it on eggs was akin to reaching breakfast enlightenment - without it scrambled eggs now seem sadly lacking, so it looks like I'm a committed Everidae convert.",visible,2024-06-10 16:21:24
RV0000049,PR0000171,5.0,"I don't use a lot of the AAA size, but I needed a couple -- and I wanted spares. They're top quality, and a better price than local stores (including house brands).",visible,2024-06-07 01:20:14
RV0000050,PR0000166,2.2,"Last year we ordered this item, not in bulk, directly from Ener-G-foods, and they were great.  Last year they arrived frozen, this time they arrived defrosted and not packed as well.  The taste was bland and the texture was not as light and crispy.",visible,2024-06-12 11:15:37
RV0000051,PR0000216,5.0,"I've tried Frozen Explosion and love it.  It's lactose free, so I can make smoothies for my kids and not worry about allergic reactions.  And since it is a vanilla base, you can use it with coffee, chocolate, or liquer.",visible,2024-06-05 07:11:23
RV0000052,PR0000159,5.0,They last forever!,visible,2024-06-07 12:58:39
RV0000053,PR0000128,1.5,"Not very pleased with this product.  First thing the writing on the package is so small, I could not read it.  Therefore I did not have a good idea of how to prepare on use these noodles.  Upon delivery since it as a hot day and the noodles are packed in water, they were very hot, not sure if that makes a difference but I would feel better if these were package differently.",visible,2024-06-05 23:49:40
RV0000054,PR0000135,3.0,"I'm not really sure what to think of these treats. Cats seems to only want to eat them sometimes. I have given them to three different cats, and each cat has loved them at first and then grown tired of them. I have a feeling that my cats prefer crunchy treats to these moist ones.<br /><br />These treats also have a sour, cheesy smell to them, unlike crunchy treats, which generally just smell like kibbles.",visible,2024-06-12 12:42:57
RV0000055,PR0000232,5.0,"This coffee has a full body and a rich taste. The price is far below the ""other"" coffee in the K cup and does not use as much plastic.",visible,2024-06-09 03:17:11
RV0000056,PR0000147,1.6,"Although I have had good results previously with ordering this product, this latest batch smells very sour, to the point that I'm concerned that it may have spoiled and I'm reluctant to give it to my dogs.",visible,2024-06-04 16:58:26
RV0000057,PR0000183,5.0,Bought this for my twelve year old grandson to replace his two year old Kindle Fire. He loved the blue color and said it was like his friends mini pad.,visible,2024-06-08 13:24:00
RV0000058,PR0000194,2.6,It's amazing how much this inexpensive tablet can do. Slower than my iPad and I wish it had vudu but can't complain with a price tag under $50.,visible,2024-06-06 08:54:15
RV0000059,PR0000038,5.0,I have a lot of reading to do as a teacher. This is a perfect product and easy on the eyes.,visible,2024-06-09 13:55:57
RV0000060,PR0000160,3.7,"I really like coffee but don't like very strong/bitter tasting coffee.  this blend is neither very strong nor bitter and i like it very much.  also, the 50 pack is very economical since I am now drinking more coffee!!",visible,2024-06-13 16:36:41
RV0000061,PR0000067,4.8,"Pro-Treat Freeze Dried Dog treats are delicious! Well, at least my dog thinks so. A great training aid.",visible,2024-06-02 14:30:40
RV0000062,PR0000111,3.3,"As a spice mix fan, I make a point of trying multiple products on food - both fun and fattening in equal measure!  I've also highlighted what I think are the standout mixes in Chef Tom's line: <a href=""http://www.amazon.com/gp/product/B000M5TTHI"">Chef Tom Douglas Rub With Love Salmon Rub</a> and <a href=""http://www.amazon.com/gp/product/B000M5TTL4"">Chef Tom Douglas Rub With Love Chicken Rub</a>.<br /><br />That said, this mix is a delicious treat, but it doesn't hold the attention of the taste buds like the standouts.  The primary notes are supposedly ancho chiles and smoked paprika, but overall the tastes are muddled and don't provide a 'zing' to the dish.<br /><br />It's a very tasty addition on multiple items such as tri-tip and pot roast but not enough to justify the gourmet price.  It is also too heavy a mix to work well on chicken, fish, or to drizzle over a meat-pasta dish.<br /><br />Note: Surprisingly, the best pairings from Chef Tom for red meats are either the <a href=""http://www.amazon.com/gp/product/B000M5NKUK"">Chef Tom Douglas Rub With Love Pork Rub</a> or a generous portion of <a href=""http://www.amazon.com/gp/product/B000M5TTL4"">Chef Tom Douglas Rub With Love Chicken Rub</a>.",visible,2024-06-11 14:25:40
RV0000063,PR0000031,5.0,"I really enjoy these Lipton Green Tea Blends. This version is really yummy. It's bright and flavorful but not overpowering.  The best part is you can't taste the green tea, just get the benefits as I don't care for the taste of green tea alone.",visible,2024-06-09 07:41:52
RV0000064,PR0000208,5.0,"Very flavorful tea. The spices are not too heavy, not to light. It can almost standalone as something sweet after a meal - perfect when you want to cut dessert from your diet. Enjoy!",visible,2024-06-11 18:29:22
RV0000065,PR0000037,1.2,"I LOVE green tea and green tea beverages. When I saw this on sale I was happy to try it. Once I received it and tasted it I was not so happy. First off tasted like the smell of dirty water. Best way I can describe it lol This has cane juice yet tastes like it doesn't have anything. Added calories for what no flavor? No Thanks. So yeah all in all pretty flavorless (beside the dirty water smell taste). Was a huge disappointment. Worse yet I bought 2-12 pk cases. Now I have to doctor the rest up. Maybe just buy some lemons and make them into a green tea lemonade? Oh well, I tried.",visible,2024-06-09 04:00:03
RV0000066,PR0000043,5.0,"After finally trying this Kona I'm a believer. It's the Best!!! This is a 1st class Peaberry Kona in every way. Don't be fooled by others of lower quality, Blue Horse is the real thing. Fresh, unsurpassed quality, great price, supper fast shipping and great company philosophy. Give Blue Horse Peaberry Kona a try, it really is one of the best Kona out, in my opinion. Thanks guys, A",visible,2024-06-07 10:35:29
RV0000067,PR0000238,5.0,I did some research on different types of tablets and this one had what I needed,visible,2024-06-06 12:19:46
RV0000068,PR0000205,5.0,"My big dog really loves this Marrick's Jumbo Fossie. She usually had Marrick's Jumbo Fossie Original(i.e. Cow something). When I ordered this product, I was a little confused and I thought it was Marrick's Jumbo Fossie *Original*. But it was ""Water Buffalo"" Jumbo Flossie. The appearance was a little different with the original and the extreme smell made me a little crazy(:P), but my dog still love love love to eat this.<br /><br />* This Marrick's ""Water Buffalo"" Jumbo Flossie is,<br />- For human: the extreme smell might give you a little hard time :)<br />- For dog: still attractive and very delicious treat<br /><br />Enjoy!!",visible,2024-06-15 06:05:05
RV0000069,PR0000224,3.3,Movee very slow but it is ok for the price that i paid for it.,visible,2024-06-04 16:34:09
RV0000070,PR0000201,1.5,This product was sold to me as a replacement for Killex. Well let me tell you it does not perform  the same. I followed the instructions to the letter and now a week later the weeds are just starting to bearly die off. With Killex over the same time frame the weeds would be dead and gone. The only reason I purchased this product is we can no longer buy Killex.,visible,2024-06-15 18:40:38
RV0000071,PR0000021,4.5,"I grew up eating octopus, both fresh and canned. Finding it is difficult to impossible in Minnesota. I enjoyed this product although I wish Amazon had the one marinated in its own ink. Certainly an acquired taste, but one that seafood lovers should try. You can try it in an omelet with vegetables and topped with sour cream and marjoram or for a very fast meal, add to leftover rice, along with other sea foods, vegetables and a bit of liquid-a lazy person's Paella.",visible,2024-06-13 10:05:51
RV0000072,PR0000101,5.0,"Many whole grain pastas are difficult to cook, and come out heavy and/or sticky. Not this product. Easy to cook.  Wonderful flavor and texture. Extraordinary. It is to white-flour pasta as whole wheat bread is to white bread: More flavor, texture, and health benefits.<br /><br />I deviate from the cooking instructions slightly by bringing the water to a boil, lowering the heat, then adding the pasta* (and never return it to a boil). I usually cook for about 14 minutes, which is four minutes longer than the instructions, but at a lower heat.  I add sliced mushrooms to the water while it is cooking. After draining the water off, i add freshly crushed garlic, 2-3 tablespoons of heart-healthy <a href=""http://www.amazon.com/gp/product/B002FLCOUQ"">Nutiva hemp oil</a>, and basil leaf puree (when available) or rehydrated dried basil leaves (when fresh basil is out of season). Add a glass of red wine, some vegetables & sardines, a dab of raw sauerkraut on the served pasta, and this is the perfect meal.  And it's heart-healthy too.  I don't add any salt to the water while it's cooking, but do salt the pasta to taste when served.  Occasionally (rarely) i'll use a little tomato based spaghetti or antipasto sauce, but this pasta really doesn't need it.  Most pasta sauces contain sugar, and more salt than if you just use a salt shaker and salt your pasta to taste.  (Most people don't realize that sugars containing fructose are metabolized directly into fat by the liver, and can be bad for the heart.)  Hemp oil has nearly a perfect ratio of Omega-6 to 3.<br /><br />I've been buying this pasta by the case for years now, at local grocery stores, when it goes on sale.  Just noticed that Amazon carries it.  Amazon's price is as good as most of the sale prices, so will probably start ordering it on-line and save myself the trouble of looking for sales and special ordering it from my local store.  I just bought four cases last week.<br /><br />_________________________<br />* I add about 1/10 of the package of pasta at a time, letting the hot water soften it so it'll bend in my pot.  I add each subsequent bunch of pasta in the same manner, but staggered from the other bunches.  Maybe this isn't necessary for this product, but it is a habit -- developed from cooking other whole wheat pastas over the years -- to ensure adequate hydration of all the pasta & prevent clumping.  I then stir the pasta about three or four minutes later, once it has softened up, to ensure none of the bunches have clumped (have never found this pasta to do so, but again habit).  I add the mushrooms about half-way through cooking, and stir once more.",visible,2024-06-04 08:22:39
RV0000073,PR0000249,5.0,"I love this product, so easy to use, and full of nutritional value.  I used them for hot dogs, paella, mix with vegetables, as filling for pastry. As snack at night when feeling hungry they are perfect, few saltines and a linkett or two. They do not have MSG!",visible,2024-06-09 19:42:48
RV0000074,PR0000009,5.0,"This has become like coffee, I use it every morning while I get ready for work. Easy to take outside for my yard work as well! Oh, and my 3yr old son loves talking to it!",visible,2024-06-11 21:45:59
RV0000075,PR0000139,1.7,"About the same as Ray O Vac, not very good.",visible,2024-06-14 07:42:27
RV0000076,PR0000197,3.5,"I purchased this product from B-R-US when it was on sale and my son seems to like it. I was scared of previous post of mold and I ALWAYS double check the food before I stir and serve. He seems to like it, but I recommend the Chicken Sweet Potato dinner.",visible,2024-06-10 02:47:21
RV0000077,PR0000235,3.3,"These crackers are pretty good BUT Preppers be aware that after 6 months in a controlled temp, sealed with oxygen absorbers, dark pantry storage, the shortening or oil that is used in the baking process goes rancid. We tried this several times, thinking it was just a bad lot of crackers. After 3 tries over a 18 month period, the results were the same. They are very good crackers for every day use, but don't seem to hold up in storage, resulting in some rather expensive chicken food.<br /><br />We started making hardtack from a Civil War recipe that has a rather long shelf life.",visible,2024-06-06 03:46:27
RV0000078,PR0000155,5.0,"Can't miss with this when you really want to give something special. Product famous for quality.  Delivered on schedule.  Great, practical packaging.",visible,2024-06-12 06:44:41
RV0000079,PR0000239,5.0,"I've been buying a variety of flavors of this stuff for about 6 months now, and it does a great job of replenishing fluids and electrolytes.  What's really appealing is that it does not have the acid taste and stomach souring after-affect of other sports drinks.  I can drink a lot of it when necessary and not get nauseous.  I've dealt with the folks at the factory and they're great to work with as well. although I generally mix a large batch to have on hand, it's handy in these small foil packs because it's just enough to use with a small bottled water as well, and the pack keeps it dry and ready to use on the job.  Highly recommended.",visible,2024-06-13 07:34:21
RV0000080,PR0000030,4.7,"Great reader, light, good size, very easy on eyes, nice battery life. If primary use is as a reader, can't beat Paperwhite.",visible,2024-06-09 20:40:10
